Title,"Actor Name",Role,"Released Year","Age Certification",Runtime,Genre,"Production Countries","Seasons Broadcasted","IMDB Score","Number of Votes"
"El Chema","Fernando Noriega",ACTOR,2016,TV-MA,44,drama,US,1,6.9,303
"Control Z","Kariam Castro",ACTOR,2020,TV-MA,36,drama,MX,2,6.9,8235
"Stay Close","Sarah Parish",ACTOR,2021,TV-MA,47,crime,GB,1,6.9,28669
Marseille,"Vladimir Consigny",ACTOR,2016,TV-MA,46,drama,FR,2,6.9,5083
"Wet Hot American Summer: Ten Years Later","Eric Nenninger",ACTOR,2017,TV-MA,27,comedy,US,1,6.9,8502
"From Dusk Till Dawn: The Series","Zane Holtz",ACTOR,2014,TV-14,45,scifi,US,3,6.9,20132
"El Chema","Sergio Basañez",ACTOR,2016,TV-MA,44,drama,US,1,6.9,303
"El Chema","Mauricio Ochmann",ACTOR,2016,TV-MA,44,drama,US,1,6.9,303
"My Little Baby","Oh Ji-ho",ACTOR,2016,TV-PG,37,comedy,KR,1,6.9,103
"My Babysitter's a Vampire","Kate Todd",ACTOR,2011,TV-PG,22,scifi,"US, CA",2,6.9,4367
"White Nights","Choi Il-hwa",ACTOR,2016,NULL,62,drama,KR,1,6.9,287
"Inspector Koo","Lee Young-ae",ACTOR,2021,TV-14,69,action,KR,1,6.9,534
Tijuana,"Claudette Maillé",ACTOR,2019,TV-14,41,drama,MX,1,6.9,327
"El Chema","Rafael Amaya",ACTOR,2016,TV-MA,44,drama,US,1,6.9,303
"El Chema","Scarlet Gruber",ACTOR,2016,TV-MA,44,drama,US,1,6.9,303
"Stay Close","Daniel Francis",ACTOR,2021,TV-MA,47,crime,GB,1,6.9,28669
"Zumbo's Just Desserts","Rachel Khoo",ACTOR,2016,TV-14,52,reality,AU,2,6.9,2125
"My Babysitter's a Vampire","Atticus Mitchell",ACTOR,2011,TV-PG,22,scifi,"US, CA",2,6.9,4367
"My Babysitter's a Vampire","Cameron Kennedy",ACTOR,2011,TV-PG,22,scifi,"US, CA",2,6.9,4367
"My Sassy Girl","Kwak Hee-Sung",ACTOR,2017,TV-14,41,comedy,KR,1,6.9,561
"The Inmate","Hector Kotsifakis",ACTOR,2018,TV-MA,53,crime,MX,1,6.9,2641
"My Sassy Girl","Seol Jung-hwan",ACTOR,2017,TV-14,41,comedy,KR,1,6.9,561
50M2,"Tolga Tekin",ACTOR,2021,TV-MA,49,comedy,TR,1,6.9,5516
Marseille,"Natacha Régnier",ACTOR,2016,TV-MA,46,drama,FR,2,6.9,5083
"Selena: The Series","Noemi Gonzalez",ACTOR,2020,TV-PG,38,drama,US,2,6.9,4435
"The Inmate","Isabella Castillo",ACTOR,2018,TV-MA,53,crime,MX,1,6.9,2641
"One More Time","Shin Ji-soo",ACTOR,2016,TV-14,31,scifi,KR,1,6.9,564
"From Dusk Till Dawn: The Series","Brandon Soo Hoo",ACTOR,2014,TV-14,45,scifi,US,3,6.9,20132
Gigantosaurus,"Áine Sunderland",ACTOR,2019,TV-G,13,animation,"FR, US",3,6.9,159
"At Dolphin Bay","Angela Zhang",ACTOR,2003,TV-14,59,drama,TW,1,6.9,39
"YG Future Strategy Office","Lee Jai-jin",ACTOR,2018,TV-MA,27,comedy,KR,1,6.9,204
"Pop Team Epic","Christine Bellier",ACTOR,2018,TV-MA,23,comedy,JP,2,6.9,815
"Pop Team Epic","Tōru Adachi",ACTOR,2018,TV-MA,23,comedy,JP,2,6.9,815
"Pop Team Epic","Shunsuke Itakura",ACTOR,2018,TV-MA,23,comedy,JP,2,6.9,815
50M2,"Yiğit Kirazcı",ACTOR,2021,TV-MA,49,comedy,TR,1,6.9,5516
50M2,"Aybüke Pusat",ACTOR,2021,TV-MA,49,comedy,TR,1,6.9,5516
Victorious,"Matt Bennett",ACTOR,2010,TV-G,25,comedy,US,4,6.9,24224
"The Good Cop","Tony Danza",ACTOR,2018,TV-PG,49,comedy,US,1,6.9,5620
"Zumbo's Just Desserts","Gigi Falanga",ACTOR,2016,TV-14,52,reality,AU,2,6.9,2125
"Control Z","Patricio Gallardo",ACTOR,2020,TV-MA,36,drama,MX,2,6.9,8235
50M2,"Tuğçe Karabacak",ACTOR,2021,TV-MA,49,comedy,TR,1,6.9,5516
"White Rabbit Project","Kari Byron",ACTOR,2016,TV-PG,48,reality,US,1,6.9,1665
"White Rabbit Project","Tory Belleci",ACTOR,2016,TV-PG,48,reality,US,1,6.9,1665
"White Rabbit Project","Grant Imahara",ACTOR,2016,TV-PG,48,reality,US,1,6.9,1665
Murderville,"Phillip Smithey",ACTOR,2022,TV-MA,34,crime,US,1,6.9,10414
"Dragon Pilot: Hisone and Masotan","Riko Fukumoto",ACTOR,2018,TV-14,24,scifi,JP,1,6.9,494
50M2,"Hasan Yalnızoğlu",ACTOR,2021,TV-MA,49,comedy,TR,1,6.9,5516
"Knight Rider","Patricia McPherson",ACTOR,1982,TV-PG,51,action,US,4,6.9,33760
"Girlfriends' Guide to Divorce","Necar Zadegan",ACTOR,2014,TV-14,42,comedy,US,5,6.9,4523
"At Dolphin Bay","Penny Lin",ACTOR,2003,TV-14,59,drama,TW,1,6.9,39
"Dragon Pilot: Hisone and Masotan","Yukitoshi Tokumoto",ACTOR,2018,TV-14,24,scifi,JP,1,6.9,494
"Dragon Pilot: Hisone and Masotan","Maki Kawase",ACTOR,2018,TV-14,24,scifi,JP,1,6.9,494
"Dragon Pilot: Hisone and Masotan","Matsunojo Kanda",ACTOR,2018,TV-14,24,scifi,JP,1,6.9,494
"Stay Close","Jo Joyner",ACTOR,2021,TV-MA,47,crime,GB,1,6.9,28669
"The Silent Sea","Jeong Soon-won",ACTOR,2021,TV-MA,45,horror,KR,1,6.9,18548
"Control Z","Macarena García",ACTOR,2020,TV-MA,36,drama,MX,2,6.9,8235
"Control Z","Andres Baida",ACTOR,2020,TV-MA,36,drama,MX,2,6.9,8235
"YG Future Strategy Office",Jinu,ACTOR,2018,TV-MA,27,comedy,KR,1,6.9,204
"YG Future Strategy Office","Park Chung-hwan",ACTOR,2018,TV-MA,27,comedy,KR,1,6.9,204
"YG Future Strategy Office","Baek Young-kwang",ACTOR,2018,TV-MA,27,comedy,KR,1,6.9,204
"YG Future Strategy Office","Choi Shin-deok",ACTOR,2018,TV-MA,27,comedy,KR,1,6.9,204
"YG Future Strategy Office","Son Se-bin",ACTOR,2018,TV-MA,27,comedy,KR,1,6.9,204
"Dragon Pilot: Hisone and Masotan","Yoshimitsu Shimoyama",ACTOR,2018,TV-14,24,scifi,JP,1,6.9,494
Murderville,"Haneefah Wood",ACTOR,2022,TV-MA,34,crime,US,1,6.9,10414
"My Sassy Girl","Joo Won",ACTOR,2017,TV-14,41,comedy,KR,1,6.9,561
"My Sassy Girl","Son Chang-min",ACTOR,2017,TV-14,41,comedy,KR,1,6.9,561
"One More Time","Yoon So-hee",ACTOR,2016,TV-14,31,scifi,KR,1,6.9,564
"White Nights",Uee,ACTOR,2016,NULL,62,drama,KR,1,6.9,287
"One More Time",L,ACTOR,2016,TV-14,31,scifi,KR,1,6.9,564
"White Nights","Jung Han-yong",ACTOR,2016,NULL,62,drama,KR,1,6.9,287
"Friends from College","Fred Savage",ACTOR,2017,TV-MA,30,comedy,US,2,6.9,20242
"Emily in Paris","Bruno Gouery",ACTOR,2020,TV-MA,29,drama,US,2,6.9,84302
"Revolutionary Love","Seo Yi-an",ACTOR,2017,TV-MA,68,comedy,KR,1,6.9,666
"From Dusk Till Dawn: The Series","Madison Davenport",ACTOR,2014,TV-14,45,scifi,US,3,6.9,20132
"My Little Baby","Lee Soo-kyung",ACTOR,2016,TV-PG,37,comedy,KR,1,6.9,103
"The Silent Sea","Choi Young-woo",ACTOR,2021,TV-MA,45,horror,KR,1,6.9,18548
"Selena: The Series","Seidy López",ACTOR,2020,TV-PG,38,drama,US,2,6.9,4435
"Emily in Paris","Lucas Bravo",ACTOR,2020,TV-MA,29,drama,US,2,6.9,84302
"Emily in Paris","Samuel Arnold",ACTOR,2020,TV-MA,29,drama,US,2,6.9,84302
"Control Z","Rodrigo Cachero",ACTOR,2020,TV-MA,36,drama,MX,2,6.9,8235
"The Good Cop","Monica Barbaro",ACTOR,2018,TV-PG,49,comedy,US,1,6.9,5620
"Stay Close","Cush Jumbo",ACTOR,2021,TV-MA,47,crime,GB,1,6.9,28669
"Country Comfort","Alexander Neher",ACTOR,2021,TV-PG,24,drama,US,1,6.9,3301
"My Sassy Girl",Taemi,ACTOR,2017,TV-14,41,comedy,KR,1,6.9,561
"Control Z","Thanya López",ACTOR,2020,TV-MA,36,drama,MX,2,6.9,8235
"Sex, Explained","Janelle Monáe",ACTOR,2020,TV-MA,22,documentation,US,1,6.9,3177
"One More Time","Lee Tae-im",ACTOR,2016,TV-14,31,scifi,KR,1,6.9,564
"The Inmate","Mariana Seoane",ACTOR,2018,TV-MA,53,crime,MX,1,6.9,2641
"Control Z","Ariana Saavedra",ACTOR,2020,TV-MA,36,drama,MX,2,6.9,8235
"Control Z","Fiona Palomo",ACTOR,2020,TV-MA,36,drama,MX,2,6.9,8235
"The Inmate","Luis Felipe Tovar",ACTOR,2018,TV-MA,53,crime,MX,1,6.9,2641
"Stay Close","Poppy Gilbert",ACTOR,2021,TV-MA,47,crime,GB,1,6.9,28669
Victorious,"Leon G. Thomas III",ACTOR,2010,TV-G,25,comedy,US,4,6.9,24224
"From Dusk Till Dawn: The Series","Jamie Tisdale",ACTOR,2014,TV-14,45,scifi,US,3,6.9,20132
"The Inmate","Ramón Medína",ACTOR,2018,TV-MA,53,crime,MX,1,6.9,2641
Gigantosaurus,"Nicholas Holmes",ACTOR,2019,TV-G,13,animation,"FR, US",3,6.9,159
"Control Z","Iván Aragón",ACTOR,2020,TV-MA,36,drama,MX,2,6.9,8235
"Control Z","Ana Sofía Gatica",ACTOR,2020,TV-MA,36,drama,MX,2,6.9,8235
"From Dusk Till Dawn: The Series","D.J. Cotrona",ACTOR,2014,TV-14,45,scifi,US,3,6.9,20132
"Wet Hot American Summer: Ten Years Later","Mark Feuerstein",ACTOR,2017,TV-MA,27,comedy,US,1,6.9,8502
50M2,"Tuncay Beyazit",ACTOR,2021,TV-MA,49,comedy,TR,1,6.9,5516
"Revolutionary Love",Siwon,ACTOR,2017,TV-MA,68,comedy,KR,1,6.9,666
"Country Comfort","Brooklynn MacKinzie",ACTOR,2021,TV-PG,24,drama,US,1,6.9,3301
"Country Comfort","Griffin McIntyre",ACTOR,2021,TV-PG,24,drama,US,1,6.9,3301
"Country Comfort","Pyper Braun",ACTOR,2021,TV-PG,24,drama,US,1,6.9,3301
"Country Comfort","Jamie Martin Mann",ACTOR,2021,TV-PG,24,drama,US,1,6.9,3301
"YG Future Strategy Office","Kim Ga-eun",ACTOR,2018,TV-MA,27,comedy,KR,1,6.9,204
50M2,"Kürşat Alnıaçık",ACTOR,2021,TV-MA,49,comedy,TR,1,6.9,5516
"My Little Baby","Jung Su-young",ACTOR,2016,TV-PG,37,comedy,KR,1,6.9,103
"One More Time","Kim Chang-hwan",ACTOR,2016,TV-14,31,scifi,KR,1,6.9,564
"Dancing Queen","Alyssa Edwards",ACTOR,2018,NULL,41,reality,US,1,6.9,1590
"At Dolphin Bay","Ambrose Hsu",ACTOR,2003,TV-14,59,drama,TW,1,6.9,39
"Control Z","Samantha Acuña",ACTOR,2020,TV-MA,36,drama,MX,2,6.9,8235
"Control Z","Patricia Maqueo",ACTOR,2020,TV-MA,36,drama,MX,2,6.9,8235
"Control Z","Renata del Castillo",ACTOR,2020,TV-MA,36,drama,MX,2,6.9,8235
"Bake Squad","Christina Tosi",ACTOR,2021,TV-PG,38,reality,US,1,6.9,651
"Control Z","Cristian Santín",ACTOR,2020,TV-MA,36,drama,MX,2,6.9,8235
"Selena: The Series","Lindsey Pearlman",ACTOR,2020,TV-PG,38,drama,US,2,6.9,4435
"The Five Juanas","Sofia Engberg",ACTOR,2021,TV-MA,34,drama,MX,1,6.9,1728
"The Five Juanas","White Vega",ACTOR,2021,TV-MA,34,drama,MX,1,6.9,1728
"Inspector Koo","Baek Sung-chul",ACTOR,2021,TV-14,69,action,KR,1,6.9,534
50M2,"Murat Kılıç",ACTOR,2021,TV-MA,49,comedy,TR,1,6.9,5516
"Girlfriends' Guide to Divorce","Lisa Edelstein",ACTOR,2014,TV-14,42,comedy,US,5,6.9,4523
"My Babysitter's a Vampire","Matthew Knight",ACTOR,2011,TV-PG,22,scifi,"US, CA",2,6.9,4367
"El Chema","Rafael Ernesto Hernández",ACTOR,2016,TV-MA,44,drama,US,1,6.9,303
"Sick Note","Oliver Cambridge",ACTOR,2017,TV-MA,24,comedy,GB,2,6.8,7173
"Sick Note","Alexis Strum",ACTOR,2017,TV-MA,24,comedy,GB,2,6.8,7173
"Sick Note","Darren Clarke",ACTOR,2017,TV-MA,24,comedy,GB,2,6.8,7173
"Sick Note","Nathan Dean Williams",ACTOR,2017,TV-MA,24,comedy,GB,2,6.8,7173
"Sick Note","Matilda Thorpe",ACTOR,2017,TV-MA,24,comedy,GB,2,6.8,7173
"Sick Note","Tolu Ogunmefun",ACTOR,2017,TV-MA,24,comedy,GB,2,6.8,7173
"Sick Note","Chris Hayward",ACTOR,2017,TV-MA,24,comedy,GB,2,6.8,7173
Baby,"Chabeli Sastre González",ACTOR,2018,TV-MA,45,drama,IT,3,6.8,10990
Disjointed,"Tone Bell",ACTOR,2017,TV-MA,27,comedy,US,2,6.8,9980
"Ashley Garcia: Genius in Love","Conor Husting",ACTOR,2020,TV-PG,30,comedy,US,3,6.8,1183
"Love Alarm","Kim Young-pil",ACTOR,2019,TV-MA,49,scifi,KR,2,6.8,5262
"Sofia the First","Travis Bryant",ACTOR,2013,TV-Y,24,family,US,4,6.8,2915
"The Fierce Wife","Edison Huang",ACTOR,2010,TV-MA,59,drama,TW,1,6.8,90
"Anxious People","Alfred Svensson",ACTOR,2021,TV-MA,29,crime,SE,1,6.8,3709
"Les de l'hoquei","Iria del Río",ACTOR,2019,TV-MA,50,sport,ES,2,6.8,429
"Oktoberfest: Beer & Blood","Martin Feifel",ACTOR,2020,TV-MA,48,drama,DE,1,6.8,2119
"Inventing Anna","Alexis Floyd",ACTOR,2022,TV-MA,68,drama,US,1,6.8,54105
"Young Wallander","Adam Pålsson",ACTOR,2020,TV-MA,45,crime,GB,2,6.8,11039
Fallet,"Lisa Henni",ACTOR,2017,TV-MA,28,drama,SE,1,6.8,1873
"The Parkers","Dorien Wilson",ACTOR,1999,TV-PG,19,comedy,US,5,6.8,2346
"Juanpis González - The Series","Julián Caicedo",ACTOR,2022,TV-MA,26,comedy,CO,1,6.8,339
"Oktoberfest: Beer & Blood","Monika Manz",ACTOR,2020,TV-MA,48,drama,DE,1,6.8,2119
Fallet,"Stina Rautelin",ACTOR,2017,TV-MA,28,drama,SE,1,6.8,1873
"Best Lover","Zhou Mi",ACTOR,2016,TV-14,45,drama,CN,1,6.8,74
"Triad Princess","Jasper Liu",ACTOR,2019,NULL,45,drama,TW,1,6.8,658
Dinotrux,"Matt Hill",ACTOR,2015,TV-Y7,23,action,US,5,6.8,458
Tidelands,"Charlotte Best",ACTOR,2018,TV-MA,42,scifi,AU,1,6.8,7727
"Sick Note","Camilla Beeput",ACTOR,2017,TV-MA,24,comedy,GB,2,6.8,7173
"Oktoberfest: Beer & Blood","Francis Fulton-Smith",ACTOR,2020,TV-MA,48,drama,DE,1,6.8,2119
"Thieves of the Wood","Gagan Arora",ACTOR,2018,TV-MA,47,drama,BE,1,6.8,2533
"Oktoberfest: Beer & Blood","Ferdinand Dörfler",ACTOR,2020,TV-MA,48,drama,DE,1,6.8,2119
"Sick Note","Beth Rylance",ACTOR,2017,TV-MA,24,comedy,GB,2,6.8,7173
"Thieves of the Wood","Keshav Sadhna",ACTOR,2018,TV-MA,47,drama,BE,1,6.8,2533
"Oktoberfest: Beer & Blood","Michael Kranz",ACTOR,2020,TV-MA,48,drama,DE,1,6.8,2119
"The Barrier","Laura Quirós",ACTOR,2020,TV-MA,52,scifi,ES,1,6.8,3447
"Triad Princess","Michael Huang",ACTOR,2019,NULL,45,drama,TW,1,6.8,658
"Bangkok Buddies","Few Vayu Kessuvit",ACTOR,2019,TV-MA,40,comedy,TH,1,6.8,17
"Bangkok Buddies","Martin Sidel",ACTOR,2019,TV-MA,40,comedy,TH,1,6.8,17
"Bangkok Buddies","Parm Thanadol Auepong",ACTOR,2019,TV-MA,40,comedy,TH,1,6.8,17
"Bangkok Buddies","Max Nuttapong Boonyuen",ACTOR,2019,TV-MA,40,comedy,TH,1,6.8,17
"Bangkok Buddies","Au Ekkaphon Deeboonmee Na Chumphae",ACTOR,2019,TV-MA,40,comedy,TH,1,6.8,17
Gypsy,"Melanie Liburd",ACTOR,2017,TV-MA,59,drama,US,1,6.8,16133
"Masaba Masaba","Masaba Gupta",ACTOR,2020,TV-MA,31,comedy,IN,2,6.8,1746
"Ashley Garcia: Genius in Love","Paulina Chávez",ACTOR,2020,TV-PG,30,comedy,US,3,6.8,1183
"Ashley Garcia: Genius in Love","Reed Horstmann",ACTOR,2020,TV-PG,30,comedy,US,3,6.8,1183
"The Circle Brazil","Rob Vulcan",ACTOR,2020,TV-MA,49,reality,BR,1,6.8,761
"The Circle Brazil","Ana Carla",ACTOR,2020,TV-MA,49,reality,BR,1,6.8,761
"The Circle Brazil","Lorayne Oliveira",ACTOR,2020,TV-MA,49,reality,BR,1,6.8,761
"The Circle Brazil","Paloma Lisboa",ACTOR,2020,TV-MA,49,reality,BR,1,6.8,761
"The Circle Brazil","JP Gadêlha",ACTOR,2020,TV-MA,49,reality,BR,1,6.8,761
"The Circle Brazil","João Akel",ACTOR,2020,TV-MA,49,reality,BR,1,6.8,761
"The Circle Brazil",Gaybol,ACTOR,2020,TV-MA,49,reality,BR,1,6.8,761
"The Circle Brazil","Raphael Dumaresq",ACTOR,2020,TV-MA,49,reality,BR,1,6.8,761
"The Circle Brazil","Marina Gregory",ACTOR,2020,TV-MA,49,reality,BR,1,6.8,761
Biohackers,"Adrian Julius Tillmann",ACTOR,2020,TV-MA,42,scifi,DE,2,6.8,9346
Biohackers,"Sebastian Jakob Doppelbauer",ACTOR,2020,TV-MA,42,scifi,DE,2,6.8,9346
Biohackers,"Jing Xiang",ACTOR,2020,TV-MA,42,scifi,DE,2,6.8,9346
"The Day I Met El Chapo: The Kate del Castillo Story","Eric del Castillo",ACTOR,2017,TV-MA,55,documentation,MX,1,6.8,1073
"The Prince Who Turns into a Frog","Joyce Zhao",ACTOR,2005,TV-14,44,drama,TW,1,6.8,128
"The Forest of Love: Deep Cut","Chino Fujii",ACTOR,2020,TV-MA,0,crime,JP,1,6.8,426
"Sick Note","Robert Daws",ACTOR,2017,TV-MA,24,comedy,GB,2,6.8,7173
"Glow Up: Britain's Next Make-Up Star","Val Garland",ACTOR,2019,TV-14,54,reality,GB,4,6.8,1975
"Glow Up: Britain's Next Make-Up Star","Dominic Skinner",ACTOR,2019,TV-14,54,reality,GB,4,6.8,1975
"DC's Legends of Tomorrow","Shayan Sobhian",ACTOR,2016,TV-14,42,scifi,US,7,6.8,101178
EastSiders,"John Halbach",ACTOR,2012,TV-MA,22,drama,US,4,6.8,2723
EastSiders,"Matthew McKelligon",ACTOR,2012,TV-MA,22,drama,US,4,6.8,2723
EastSiders,"Van Hansis",ACTOR,2012,TV-MA,22,drama,US,4,6.8,2723
EastSiders,"Kit Williamson",ACTOR,2012,TV-MA,22,drama,US,4,6.8,2723
EastSiders,"Willam Belli",ACTOR,2012,TV-MA,22,drama,US,4,6.8,2723
"Les de l'hoquei","Àgata Roca",ACTOR,2019,TV-MA,50,sport,ES,2,6.8,429
"Oktoberfest: Beer & Blood","Brigitte Hobmeier",ACTOR,2020,TV-MA,48,drama,DE,1,6.8,2119
"The Prince Who Turns into a Frog","Sam Wang",ACTOR,2005,TV-14,44,drama,TW,1,6.8,128
"Thieves of the Wood","Saif Ansari",ACTOR,2018,TV-MA,47,drama,BE,1,6.8,2533
"Thieves of the Wood","Nazim Qureshi",ACTOR,2018,TV-MA,47,drama,BE,1,6.8,2533
"Thieves of the Wood","Srishti Vaid",ACTOR,2018,TV-MA,47,drama,BE,1,6.8,2533
"Les de l'hoquei","Guim Puig",ACTOR,2019,TV-MA,50,sport,ES,2,6.8,429
"The Fierce Wife","Man-Ning Hsi",ACTOR,2010,TV-MA,59,drama,TW,1,6.8,90
"Ashley Garcia: Genius in Love","Bella Podaras",ACTOR,2020,TV-PG,30,comedy,US,3,6.8,1183
"Huge in France","Jordan Ver Hoeve",ACTOR,2019,TV-MA,30,comedy,FR,1,6.8,2809
"Masaba Masaba","Rytasha Rathore",ACTOR,2020,TV-MA,31,comedy,IN,2,6.8,1746
"Masaba Masaba","Amariah Awantaye",ACTOR,2020,TV-MA,31,comedy,IN,2,6.8,1746
"Masaba Masaba","Nayan Shukla",ACTOR,2020,TV-MA,31,comedy,IN,2,6.8,1746
EastSiders,"Stephen Guarino",ACTOR,2012,TV-MA,22,drama,US,4,6.8,2723
"Senora Acero","Alberto Agnesi",ACTOR,2014,TV-MA,43,crime,US,5,6.8,375
"She's Gotta Have It","Cleo Anthony",ACTOR,2017,TV-MA,32,comedy,US,2,6.8,4624
"Oktoberfest: Beer & Blood","Petra Berndt",ACTOR,2020,TV-MA,48,drama,DE,1,6.8,2119
"The Circle Brazil","Giovanna Ewbank",ACTOR,2020,TV-MA,49,reality,BR,1,6.8,761
"The Fierce Wife","Cheng-Chun Chung",ACTOR,2010,TV-MA,59,drama,TW,1,6.8,90
"Warrior Nun","Toya Turner",ACTOR,2020,TV-MA,43,scifi,US,1,6.8,29164
"Framed! A Sicilian Murder Mystery","Salvatore Ficarra",ACTOR,2022,TV-MA,31,comedy,IT,1,6.8,900
"Framed! A Sicilian Murder Mystery","Valentino Picone",ACTOR,2022,TV-MA,31,comedy,IT,1,6.8,900
"Les de l'hoquei","Dèlia Brufau",ACTOR,2019,TV-MA,50,sport,ES,2,6.8,429
"The Mess You Leave Behind","Isabel Garrido",ACTOR,2020,TV-MA,45,thriller,ES,1,6.8,8848
"The Mess You Leave Behind","Roque Ruiz",ACTOR,2020,TV-MA,45,thriller,ES,1,6.8,8848
"The Fierce Wife","Hsuan-yu Wen",ACTOR,2010,TV-MA,59,drama,TW,1,6.8,90
"Les de l'hoquei","Yasmina Drissi",ACTOR,2019,TV-MA,50,sport,ES,2,6.8,429
"The Mess You Leave Behind","Alfonso Agra",ACTOR,2020,TV-MA,45,thriller,ES,1,6.8,8848
"El Dragón: Return of a Warrior","Jean Paul Leroux",ACTOR,2019,TV-MA,53,action,US,2,6.8,1853
"Sick Note","Alison King",ACTOR,2017,TV-MA,24,comedy,GB,2,6.8,7173
Kakegurui,"Natsume Mito",ACTOR,2018,TV-MA,30,drama,JP,2,6.8,966
"Triad Princess","Tien Hsin",ACTOR,2019,NULL,45,drama,TW,1,6.8,658
"Inventing Anna","Miche Braden",ACTOR,2022,TV-MA,68,drama,US,1,6.8,54105
Dracula,"Claes Bang",ACTOR,2020,TV-MA,88,action,GB,1,6.8,45971
"The Upshaws","Jermelle Simon",ACTOR,2021,TV-14,30,comedy,US,2,6.8,2296
Fallet,"Björn Granath",ACTOR,2017,TV-MA,28,drama,SE,1,6.8,1873
"Senora Acero","Rebecca Jones",ACTOR,2014,TV-MA,43,crime,US,5,6.8,375
"The Fierce Wife","Karen Ying-Chen Hu",ACTOR,2010,TV-MA,59,drama,TW,1,6.8,90
"The Fierce Wife",吳怡臻,ACTOR,2010,TV-MA,59,drama,TW,1,6.8,90
"The Fierce Wife","Chia-Li Chou",ACTOR,2010,TV-MA,59,drama,TW,1,6.8,90
"The Fierce Wife",關勇,ACTOR,2010,TV-MA,59,drama,TW,1,6.8,90
"The Fierce Wife",林采薇,ACTOR,2010,TV-MA,59,drama,TW,1,6.8,90
"The Fierce Wife",傅雷,ACTOR,2010,TV-MA,59,drama,TW,1,6.8,90
"The Fierce Wife",陳怡嘉,ACTOR,2010,TV-MA,59,drama,TW,1,6.8,90
"Sick Note","Louise Stewart",ACTOR,2017,TV-MA,24,comedy,GB,2,6.8,7173
Borderliner,"Jakob B. Engmann",ACTOR,2017,TV-MA,49,drama,NO,1,6.8,3999
"The Upshaws","Khali Daniya-Renee Spraggins",ACTOR,2021,TV-14,30,comedy,US,2,6.8,2296
"The Upshaws","Diamond Lyons",ACTOR,2021,TV-14,30,comedy,US,2,6.8,2296
"Inventing Anna","Tracy Pollan",ACTOR,2022,TV-MA,68,drama,US,1,6.8,54105
"Mossad 101","Yehuda Levi",ACTOR,2015,TV-MA,42,action,IL,2,6.8,632
"El Dragón: Return of a Warrior","Sofía Castro",ACTOR,2019,TV-MA,53,action,US,2,6.8,1853
"The Day I Met El Chapo: The Kate del Castillo Story","Epigmenio Ibarra",ACTOR,2017,TV-MA,55,documentation,MX,1,6.8,1073
"Oktoberfest: Beer & Blood","Markus Krojer",ACTOR,2020,TV-MA,48,drama,DE,1,6.8,2119
"Senora Acero","Mauricio Islas",ACTOR,2014,TV-MA,43,crime,US,5,6.8,375
"Paradise PD","Dana Snyder",ACTOR,2018,TV-MA,27,comedy,US,3,6.8,17779
"Paradise PD","Kyle Kinane",ACTOR,2018,TV-MA,27,comedy,US,3,6.8,17779
"Framed! A Sicilian Murder Mystery","Tony Sperandeo",ACTOR,2022,TV-MA,31,comedy,IT,1,6.8,900
"DC's Legends of Tomorrow","Adam Tsekhman",ACTOR,2016,TV-14,42,scifi,US,7,6.8,101178
"Les de l'hoquei","Natalia Barrientos",ACTOR,2019,TV-MA,50,sport,ES,2,6.8,429
"Les de l'hoquei","Julia Gibert",ACTOR,2019,TV-MA,50,sport,ES,2,6.8,429
"Les de l'hoquei","Pablo Hernández",ACTOR,2019,TV-MA,50,sport,ES,2,6.8,429
"Les de l'hoquei","Laia Fontàn",ACTOR,2019,TV-MA,50,sport,ES,2,6.8,429
"Inventing Anna","Anna Deavere Smith",ACTOR,2022,TV-MA,68,drama,US,1,6.8,54105
"Senora Acero","Sergio Goyri",ACTOR,2014,TV-MA,43,crime,US,5,6.8,375
"The Parkers","Jenna von Oy",ACTOR,1999,TV-PG,19,comedy,US,5,6.8,2346
"Fate: The Winx Saga","Niamh Cremin",ACTOR,2021,TV-MA,50,scifi,US,1,6.8,37995
"Sick Note","Frances Ashman",ACTOR,2017,TV-MA,24,comedy,GB,2,6.8,7173
"YooHoo to the Rescue","Lee Sae-ah",ACTOR,2019,TV-Y,13,family,,3,6.8,53
"Oktoberfest: Beer & Blood","Maximilian Brückner",ACTOR,2020,TV-MA,48,drama,DE,1,6.8,2119
Heist,"Titus Tallchief",ACTOR,2021,TV-MA,43,crime,US,1,6.8,1698
"Degrassi: Next Class","Jamie Bloch",ACTOR,2016,TV-PG,24,drama,CA,6,6.8,3205
Heist,"Larry Duis",ACTOR,2021,TV-MA,43,crime,US,1,6.8,1698
Heist,"Joe Dushek",ACTOR,2021,TV-MA,43,crime,US,1,6.8,1698
Heist,"Mark Irish",ACTOR,2021,TV-MA,43,crime,US,1,6.8,1698
Heist,"Elaine Salter",ACTOR,2021,TV-MA,43,crime,US,1,6.8,1698
Heist,"Fred Tallchief",ACTOR,2021,TV-MA,43,crime,US,1,6.8,1698
Heist,"Ed Ronan",ACTOR,2021,TV-MA,43,crime,US,1,6.8,1698
"Inventing Anna",Kaydx,ACTOR,2022,TV-MA,68,drama,US,1,6.8,54105
Kakegurui,"Miki Yanagi",ACTOR,2018,TV-MA,30,drama,JP,2,6.8,966
"Inventing Anna","Luca Sweeney",ACTOR,2022,TV-MA,68,drama,US,1,6.8,54105
"Inventing Anna","T.L. Flint",ACTOR,2022,TV-MA,68,drama,US,1,6.8,54105
